,wave,gender,age,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,guess_prob_liked,met,decision,decision_o,match
8069,21.0,1,32.0,22.0,10.0,0,1.0,1.0,20.0,20.0,10.0,15.0,5.0,30.0,9.0,9.0,8.0,10.0,8.0,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,5.0,6.0,5.0,5.0,5.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,-0.58,6.0,5.0,5.0,0.0,0,1,0
8070,21.0,1,22.0,28.0,6.0,0,6.0,6.0,10.0,20.0,30.0,10.0,10.0,20.0,2.0,6.0,3.0,6.0,5.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,1.0,6.0,5.0,5.0,4.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.58,7.0,5.0,0.0,0.0,0,0,0
8071,21.0,1,22.0,26.0,4.0,0,6.0,6.0,25.0,25.0,25.0,12.0,3.0,10.0,7.0,6.0,7.0,7.0,7.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,8.0,6.0,6.0,5.0,4.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.13,7.0,7.0,5.0,0.0,1,0,0
8072,21.0,1,22.0,23.0,1.0,0,6.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,3.0,3.0,4.0,3.0,2.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,4.0,8.0,10.0,4.0,10.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.02,7.0,7.0,4.0,0.0,0,1,0
8074,21.0,1,22.0,23.0,1.0,1,6.0,6.0,20.0,20.0,20.0,20.0,5.0,15.0,4.0,8.0,8.0,8.0,6.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,10.0,7.0,6.0,10.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.45,7.0,8.0,7.0,0.0,1,0,0
8075,21.0,1,22.0,23.0,1.0,1,6.0,6.0,20.0,20.0,20.0,15.0,5.0,20.0,6.0,7.0,10.0,9.0,10.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,3.0,7.0,10.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.34,7.0,7.0,6.0,0.0,0,1,0
8076,21.0,1,22.0,23.0,1.0,1,6.0,6.0,20.0,20.0,20.0,15.0,10.0,15.0,4.0,4.0,7.0,6.0,8.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,8.0,5.0,8.0,6.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.27,7.0,7.0,5.0,0.0,1,0,0
8077,21.0,1,22.0,27.0,5.0,0,6.0,6.0,58.0,5.0,8.0,10.0,7.0,12.0,5.0,7.0,7.0,7.0,7.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,9.0,4.0,5.0,7.0,8.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.12,7.0,8.0,5.0,0.0,1,0,0
8080,21.0,1,22.0,26.0,4.0,1,6.0,6.0,40.0,5.0,30.0,15.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,8.0,7.0,7.0,4.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.25,7.0,7.0,3.0,0.0,0,0,0
8081,21.0,1,22.0,28.0,6.0,0,6.0,6.0,25.0,15.0,25.0,15.0,10.0,10.0,4.0,4.0,4.0,4.0,5.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,7.0,8.0,8.0,6.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.46,7.0,7.0,4.0,0.0,0,0,0
8082,21.0,1,22.0,26.0,4.0,1,6.0,6.0,10.0,30.0,20.0,15.0,15.0,10.0,6.0,6.0,8.0,6.0,8.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,5.0,9.0,8.0,6.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,-0.16,7.0,5.0,3.0,0.0,0,0,0
8083,21.0,1,22.0,22.0,0.0,1,6.0,6.0,10.0,20.0,15.0,20.0,15.0,20.0,6.0,4.0,8.0,10.0,7.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,9.0,6.0,10.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.57,7.0,8.0,10.0,1.0,1,1,1
8084,21.0,1,22.0,27.0,5.0,0,6.0,6.0,10.0,25.0,20.0,20.0,5.0,20.0,3.0,4.0,6.0,5.0,7.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,4.0,10.0,10.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,-0.05,7.0,5.0,4.0,0.0,0,1,0
8085,21.0,1,22.0,25.0,3.0,0,6.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,6.0,8.0,9.0,9.0,9.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,7.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.2,7.0,7.0,8.0,0.0,1,1,1
8086,21.0,1,22.0,24.0,2.0,1,6.0,6.0,10.0,15.0,30.0,20.0,15.0,10.0,7.0,6.0,9.0,8.0,8.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,6.0,7.0,6.0,7.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.1,7.0,6.0,5.0,0.0,0,1,0
8087,21.0,1,22.0,26.0,4.0,0,6.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0,7.0,4.0,6.0,7.0,7.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,4.0,8.0,9.0,9.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.17,7.0,7.0,3.0,0.0,0,1,0
8088,21.0,1,22.0,24.0,2.0,0,6.0,6.0,50.0,20.0,10.0,5.0,10.0,5.0,5.0,5.0,8.0,8.0,8.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.13,7.0,7.0,5.0,0.0,0,0,0
8090,21.0,1,22.0,22.0,0.0,0,6.0,6.0,10.0,25.0,25.0,10.0,10.0,20.0,5.0,6.0,7.0,6.0,5.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,7.0,8.0,9.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.09,7.0,8.0,4.0,0.0,1,0,0
8091,21.0,1,22.0,22.0,0.0,0,6.0,6.0,20.0,20.0,10.0,15.0,5.0,30.0,8.0,8.0,8.0,9.0,9.0,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,4.0,10.0,10.0,7.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,0.08,7.0,6.0,4.0,0.0,0,1,0
8092,21.0,1,24.0,28.0,4.0,0,5.0,1.0,10.0,20.0,30.0,10.0,10.0,20.0,5.0,8.0,7.0,5.0,3.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,5.0,3.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.1,7.0,5.0,3.0,0.0,0,1,0
8093,21.0,1,24.0,26.0,2.0,0,5.0,1.0,25.0,25.0,25.0,12.0,3.0,10.0,8.0,10.0,10.0,10.0,6.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,8.0,10.0,8.0,9.0,8.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.36,7.0,8.0,8.0,1.0,1,1,1
8094,21.0,1,24.0,23.0,1.0,0,5.0,1.0,20.0,10.0,10.0,30.0,15.0,15.0,3.0,5.0,5.0,5.0,3.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,7.0,8.0,7.0,7.0,5.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.52,7.0,7.0,5.0,0.0,0,0,0
8096,21.0,1,24.0,23.0,1.0,1,5.0,1.0,20.0,20.0,20.0,20.0,5.0,15.0,3.0,8.0,8.0,4.0,4.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,7.0,6.0,6.0,7.0,5.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.02,7.0,7.0,4.0,0.0,1,0,0
8097,21.0,1,24.0,23.0,1.0,1,5.0,1.0,20.0,20.0,20.0,15.0,5.0,20.0,3.0,4.0,4.0,4.0,4.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.33,7.0,6.0,5.0,0.0,1,0,0
8098,21.0,1,24.0,23.0,1.0,1,5.0,1.0,20.0,20.0,20.0,15.0,10.0,15.0,4.0,5.0,8.0,9.0,7.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,-0.11,7.0,4.0,2.0,0.0,1,0,0
8099,21.0,1,24.0,27.0,3.0,0,5.0,1.0,58.0,5.0,8.0,10.0,7.0,12.0,5.0,7.0,7.0,7.0,7.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,7.0,5.0,5.0,6.0,5.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.21,7.0,6.0,2.0,0.0,0,0,0
8100,21.0,1,24.0,30.0,6.0,0,5.0,1.0,15.0,20.0,20.0,20.0,5.0,10.0,5.0,4.0,3.0,6.0,5.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,6.0,7.0,5.0,7.0,5.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.13,7.0,6.0,3.0,0.0,0,0,0
8103,21.0,1,24.0,28.0,4.0,0,5.0,1.0,25.0,15.0,25.0,15.0,10.0,10.0,4.0,6.0,5.0,5.0,5.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,6.0,6.0,7.0,5.0,5.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,-0.27,7.0,5.0,2.0,0.0,0,0,0
8104,21.0,1,24.0,26.0,2.0,1,5.0,1.0,10.0,30.0,20.0,15.0,15.0,10.0,7.0,7.0,7.0,7.0,7.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,6.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.36,7.0,6.0,4.0,0.0,0,1,0
8105,21.0,1,24.0,22.0,2.0,1,5.0,1.0,10.0,20.0,15.0,20.0,15.0,20.0,5.0,9.0,8.0,7.0,8.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,6.0,7.0,8.0,7.0,5.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.13,7.0,7.0,4.0,0.0,1,0,0
8106,21.0,1,24.0,27.0,3.0,0,5.0,1.0,10.0,25.0,20.0,20.0,5.0,20.0,2.0,6.0,7.0,2.0,5.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,5.0,3.0,2.0,4.0,2.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.19,7.0,4.0,4.0,0.0,0,0,0
8107,21.0,1,24.0,25.0,1.0,0,5.0,1.0,15.0,20.0,25.0,20.0,10.0,10.0,4.0,9.0,4.0,7.0,8.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.04,7.0,6.0,6.0,0.0,0,1,0
8108,21.0,1,24.0,24.0,0.0,1,5.0,1.0,10.0,15.0,30.0,20.0,15.0,10.0,6.0,7.0,7.0,6.0,9.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,6.0,7.0,5.0,6.0,7.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.14,7.0,5.0,3.0,0.0,0,0,0
8109,21.0,1,24.0,26.0,2.0,0,5.0,1.0,10.0,10.0,30.0,20.0,10.0,15.0,3.0,7.0,8.0,5.0,9.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,6.0,5.0,5.0,6.0,4.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.46,7.0,4.0,4.0,0.0,0,0,0
8110,21.0,1,24.0,24.0,0.0,0,5.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0,3.0,5.0,6.0,2.0,8.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,5.0,5.0,6.0,3.0,5.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.34,7.0,3.0,4.0,0.0,0,0,0
8112,21.0,1,24.0,22.0,2.0,0,5.0,1.0,10.0,25.0,25.0,10.0,10.0,20.0,4.0,7.0,5.0,5.0,5.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,4.0,5.0,5.0,4.0,3.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.48,7.0,6.0,3.0,0.0,0,0,0
8113,21.0,1,24.0,22.0,2.0,0,5.0,1.0,20.0,20.0,10.0,15.0,5.0,30.0,6.0,8.0,8.0,8.0,7.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,0.38,7.0,6.0,5.0,0.0,0,1,0
8115,21.0,1,23.0,26.0,3.0,0,2.0,2.0,25.0,25.0,25.0,12.0,3.0,10.0,6.0,8.0,8.0,4.0,5.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,5.0,6.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,-0.32,7.0,8.0,4.0,0.0,1,0,0
8116,21.0,1,23.0,23.0,0.0,1,2.0,2.0,20.0,10.0,10.0,30.0,15.0,15.0,4.0,2.0,6.0,5.0,2.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,5.0,7.0,10.0,5.0,10.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,-0.05,7.0,3.0,4.0,0.0,0,1,0
8119,21.0,1,23.0,23.0,0.0,0,2.0,2.0,20.0,20.0,20.0,15.0,5.0,20.0,4.0,8.0,9.0,4.0,5.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,4.0,5.0,9.0,7.0,8.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,0.02,7.0,2.0,2.0,0.0,0,0,0
8120,21.0,1,23.0,23.0,0.0,0,2.0,2.0,20.0,20.0,20.0,15.0,10.0,15.0,4.0,5.0,8.0,5.0,8.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,7.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,0.21,7.0,7.0,4.0,0.0,1,0,0
8121,21.0,1,23.0,27.0,4.0,1,2.0,2.0,58.0,5.0,8.0,10.0,7.0,12.0,6.0,7.0,7.0,6.0,6.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,7.0,6.0,10.0,7.0,9.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,-0.27,7.0,6.0,4.0,0.0,1,1,1
8122,21.0,1,23.0,30.0,7.0,0,2.0,2.0,15.0,20.0,20.0,20.0,5.0,10.0,4.0,9.0,8.0,6.0,7.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,6.0,7.0,6.0,8.0,5.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,-0.32,7.0,6.0,5.0,0.0,1,0,0
8123,21.0,1,23.0,23.0,0.0,0,2.0,2.0,20.0,25.0,25.0,30.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,6.0,7.0,6.0,8.0,6.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,-0.04,7.0,6.0,4.0,0.0,1,0,0
8124,21.0,1,23.0,26.0,3.0,0,2.0,2.0,40.0,5.0,30.0,15.0,5.0,5.0,4.0,4.0,2.0,1.0,5.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,10.0,7.0,6.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,-0.1,7.0,7.0,5.0,0.0,1,0,0
8125,21.0,1,23.0,28.0,5.0,0,2.0,2.0,25.0,15.0,25.0,15.0,10.0,10.0,4.0,7.0,7.0,5.0,6.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,5.0,9.0,9.0,9.0,8.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,-0.16,7.0,7.0,6.0,0.0,0,1,0
8126,21.0,1,23.0,26.0,3.0,0,2.0,2.0,10.0,30.0,20.0,15.0,15.0,10.0,7.0,7.0,8.0,8.0,8.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,6.0,10.0,10.0,9.0,8.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,-0.37,7.0,7.0,4.0,0.0,1,0,0
8127,21.0,1,23.0,22.0,1.0,0,2.0,2.0,10.0,20.0,15.0,20.0,15.0,20.0,5.0,9.0,9.0,6.0,9.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,7.0,6.0,9.0,8.0,8.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,0.09,7.0,8.0,4.0,0.0,1,0,0
8128,21.0,1,23.0,27.0,4.0,1,2.0,2.0,10.0,25.0,20.0,20.0,5.0,20.0,4.0,7.0,8.0,5.0,7.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,1.0,5.0,8.0,5.0,9.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,-0.06,7.0,4.0,5.0,0.0,0,1,0
8129,21.0,1,23.0,25.0,2.0,1,2.0,2.0,15.0,20.0,25.0,20.0,10.0,10.0,5.0,9.0,9.0,7.0,7.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,7.0,8.0,9.0,8.0,7.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,-0.2,7.0,5.0,4.0,0.0,0,0,0
8130,21.0,1,23.0,24.0,1.0,0,2.0,2.0,10.0,15.0,30.0,20.0,15.0,10.0,6.0,7.0,7.0,4.0,7.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,2.0,3.0,7.0,6.0,5.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,0.25,7.0,3.0,4.0,0.0,0,0,0
8132,21.0,1,23.0,24.0,1.0,0,2.0,2.0,50.0,20.0,10.0,5.0,10.0,5.0,3.0,7.0,7.0,2.0,8.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,4.0,9.0,8.0,6.0,7.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,0.2,7.0,3.0,1.0,0.0,0,0,0
8134,21.0,1,23.0,22.0,1.0,1,2.0,2.0,10.0,25.0,25.0,10.0,10.0,20.0,5.0,7.0,6.0,6.0,5.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,3.0,8.0,8.0,7.0,8.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,-0.14,7.0,6.0,5.0,0.0,0,1,0
8135,21.0,1,23.0,22.0,1.0,1,2.0,2.0,20.0,20.0,10.0,15.0,5.0,30.0,6.0,7.0,7.0,6.0,8.0,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,4.0,8.0,8.0,3.0,7.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,0.54,7.0,4.0,5.0,0.0,0,1,0
8136,21.0,1,23.0,28.0,5.0,1,7.0,1.0,10.0,20.0,30.0,10.0,10.0,20.0,5.0,6.0,5.0,5.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,9.0,2.0,4.0,6.0,4.0,9.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,0.43,8.0,6.0,1.0,0.0,0,1,0
8137,21.0,1,23.0,26.0,3.0,0,7.0,1.0,25.0,25.0,25.0,12.0,3.0,10.0,5.0,6.0,6.0,5.0,7.0,25.0,15.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,9.0,6.0,7.0,10.0,7.0,6.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,-0.14,8.0,7.0,2.0,0.0,0,0,0
8138,21.0,1,23.0,23.0,0.0,1,7.0,1.0,20.0,10.0,10.0,30.0,15.0,15.0,4.0,4.0,5.0,4.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,9.0,4.0,5.0,8.0,6.0,7.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,-0.03,8.0,6.0,8.0,0.0,1,1,1
8140,21.0,1,23.0,23.0,0.0,0,7.0,1.0,20.0,20.0,20.0,20.0,5.0,15.0,2.0,5.0,5.0,5.0,10.0,25.0,15.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,9.0,8.0,6.0,7.0,8.0,6.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,0.61,8.0,8.0,5.0,0.0,1,0,0
